"Redes de ensino inabilitadas à complementação VAAR 2025 pelo não cumprimento de condicionalidades de melhoria de gestão previstas no art. 14, § 1º, incisos I a V, da Lei nº 14.113/2020, ou por não terem alcançado evolução em indicadores de
atendimento e de melhoria da aprendizagem com redução das desigualdades previstos no art. 14, § 2º da Lei nº 14.113/2020",,,
UF,Ente Federado,Código IBGE,Motivo
BA,SOBRADINHO,2930774,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
BA,TANQUE NOVO,2931053,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
BA,TANQUINHO,2931103,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
BA,TAPIRAMUTA,2931301,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
BA,TEIXEIRA DE FREITAS,2931350,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
BA,TEODORO SAMPAIO,2931400,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
BA,TEOFILANDIA,2931509,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
BA,TUCANO,2931905,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
BA,UBAIRA,2932101,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
BA,UBAITABA,2932200,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
BA,UIBAI,2932408,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
BA,URUCUCA,2932705,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
BA,UTINGA,2932804,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
BA,VARZEA DO POCO,2933109,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
BA,VARZEA NOVA,2933158,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
BA,VERA CRUZ,2933208,"Não cumprimento do disposto no art. 14, § 1º, I e II da Lei nº 14113/2020"
BA,VEREDA,2933257,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
BA,VITORIA DA CONQUISTA,2933307,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
BA,WAGNER,2933406,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,ACARAPE,2300150,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
CE,ACARAU,2300200,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,ACOPIARA,2300309,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,ANTONINA DO NORTE,2300804,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,AQUIRAZ,2301000,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,ARACOIABA,2301208,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
CE,ARARIPE,2301307,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,ARATUBA,2301406,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,ARNEIROZ,2301505,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
CE,BARBALHA,2301901,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,BARROQUINHA,2302057,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,BATURITE,2302107,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,BEBERIBE,2302206,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,CAMPOS SALES,2302701,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
CE,CARIDADE,2303006,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
CE,CATARINA,2303600,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,CEARÁ,23,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,CEDRO,2303808,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
CE,CHAVAL,2303907,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,CRATO,2304202,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
CE,ERERE,2304277,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,FARIAS BRITO,2304301,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
CE,FORQUILHA,2304350,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,FORTALEZA,2304400,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,FRECHEIRINHA,2304509,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,GENERAL SAMPAIO,2304608,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,GRACA,2304657,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
CE,GUAIUBA,2304954,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,HORIZONTE,2305233,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,IBIAPINA,2305308,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,ICAPUI,2305357,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,IGUATU,2305506,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,INDEPENDENCIA,2305605,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
CE,IRACEMA,2306009,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,ITATIRA,2306603,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,JAGUARIBE,2306900,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,JARDIM,2307106,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
CE,JATI,2307205,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,JUAZEIRO DO NORTE,2307304,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,LAVRAS DA MANGABEIRA,2307502,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,MARANGUAPE,2307700,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,MARTINOPOLE,2307908,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,MISSAO VELHA,2308401,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,MOMBACA,2308500,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
CE,MORADA NOVA,2308708,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,MORRINHOS,2308906,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
CE,MUCAMBO,2309003,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,MULUNGU,2309102,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
CE,NOVA RUSSAS,2309300,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,OCARA,2309458,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
CE,PACAJUS,2309607,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
CE,PACATUBA,2309706,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,PACUJA,2309904,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,PARAMOTI,2310407,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
CE,POTENGI,2311207,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
CE,QUIXELO,2311355,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,QUIXERAMOBIM,2311405,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,QUIXERE,2311504,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,RUSSAS,2311801,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,SABOEIRO,2311900,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
CE,SALITRE,2311959,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,SAO GONCALO DO AMARANTE,2312403,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,SAO JOAO DO JAGUARIBE,2312502,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
CE,TARRAFAS,2313252,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,TURURU,2313559,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,URUOCA,2313906,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
CE,VICOSA DO CEARA,2314102,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
DF,DISTRITO FEDERAL,53,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
ES,ALFREDO CHAVES,3200300,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,APIACA,3200508,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
ES,ARACRUZ,3200607,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,ATILIO VIVACQUA,3200706,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,BAIXO GUANDU,3200805,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
ES,BARRA DE SAO FRANCISCO,3200904,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,BOA ESPERANCA,3201001,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,CARIACICA,3201308,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,COLATINA,3201506,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,CONCEICAO DA BARRA,3201605,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
ES,DOMINGOS MARTINS,3201902,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,ESPÍRITO SANTO,32,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,FUNDAO,3202207,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
ES,GUACUI,3202306,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,IBATIBA,3202454,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,IBIRACU,3202504,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,IBITIRAMA,3202553,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,IRUPI,3202652,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,JOAO NEIVA,3203130,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,LARANJA DA TERRA,3203163,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
ES,MARATAIZES,3203320,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,MARECHAL FLORIANO,3203346,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,MARILANDIA,3203353,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,MIMOSO DO SUL,3203403,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
ES,MUCURICI,3203601,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
ES,PANCAS,3204005,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,PIUMA,3204203,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
ES,PONTO BELO,3204252,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
ES,PRESIDENTE KENNEDY,3204302,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
ES,RIO BANANAL,3204351,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,SAO GABRIEL DA PALHA,3204708,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
ES,SAO JOSE DO CALCADO,3204807,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,SAO MATEUS,3204906,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,SERRA,3205002,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,SOORETAMA,3205010,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,VARGEM ALTA,3205036,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,VIANA,3205101,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,VILA VALERIO,3205176,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
ES,VILA VELHA,3205200,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,ABADIANIA,5200100,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,ACREUNA,5200134,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
GO,ADELANDIA,5200159,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
GO,AGUA FRIA DE GOIAS,5200175,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
GO,AGUAS LINDAS DE GOIAS,5200258,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,ALTO HORIZONTE,5200555,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,AMORINOPOLIS,5200902,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020"
GO,ANAPOLIS,5201108,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,APORE,5201504,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,ARAGARCAS,5201702,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,ARAGUAPAZ,5202155,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
GO,ARENOPOLIS,5202353,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,AURILANDIA,5202601,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,BALIZA,5203104,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,BARRO ALTO,5203203,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,BELA VISTA DE GOIAS,5203302,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,BOM JARDIM DE GOIAS,5203401,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
GO,BOM JESUS DE GOIAS,5203500,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,BONOPOLIS,5203575,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,BRAZABRANTES,5203609,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,BURITI ALEGRE,5203906,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,BURITINOPOLIS,5203962,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,CACHOEIRA ALTA,5204102,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
GO,CACHOEIRA DE GOIAS,5204201,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
GO,CAIAPONIA,5204409,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
GO,CAMPO ALEGRE DE GOIAS,5204805,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
GO,CAMPOS BELOS,5204904,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,CAMPOS VERDES,5204953,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,CASTELANDIA,5205059,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,CATURAI,5205208,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,CAVALCANTE,5205307,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
GO,CHAPADAO DO CEU,5205471,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,CIDADE OCIDENTAL,5205497,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,CORREGO DO OURO,5205703,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,CRISTALINA,5206206,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,CRIXAS,5206404,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
GO,CROMINIA,5206503,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
GO,DAVINOPOLIS,5206909,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,DIORAMA,5207105,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,DIVINOPOLIS DE GOIAS,5208301,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
GO,EDEIA,5207402,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,FAZENDA NOVA,5207600,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
GO,FIRMINOPOLIS,5207808,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,FORMOSO,5208103,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,GOIANDIRA,5208509,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,GOIAS,5208905,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
GO,HIDROLANDIA,5209705,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
GO,HIDROLINA,5209804,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,IACIARA,5209903,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
GO,INACIOLANDIA,5209937,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,INDIARA,5209952,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,IPIRANGA DE GOIAS,5210158,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,ISRAELANDIA,5210307,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
GO,ITABERAI,5210406,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,ITAGUARI,5210562,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,ITAJA,5210802,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,ITAPACI,5210901,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,ITAPIRAPUA,5211008,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,ITUMBIARA,5211503,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,IVOLANDIA,5211602,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,JANDAIA,5211701,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,JATAI,5211909,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,JAUPACI,5212006,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,JOVIANIA,5212105,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,LAGOA SANTA,5212253,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,LUZIANIA,5212501,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,MAIRIPOTABA,5212600,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,MINEIROS,5213103,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,MOIPORA,5213400,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,MORRINHOS,5213806,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
GO,MUNDO NOVO,5214051,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
GO,NOVA IGUACU DE GOIAS,5214879,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
GO,NOVA ROMA,5214903,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
GO,NOVA VENEZA,5215009,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
