UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
AP,1600154,PEDRA BRANCA DO AMAPARI,"1 6.836.059,19",-,-,"1 .008.568,55","1 .008.568,55","17.844.627,74"
AP,1600535,PORTO GRANDE,"2 9.472.344,42",-,-,-,-,"29.472.344,42"
AP,1600550,PRACUUBA,"6 .608.048,02",-,-,-,-,"6.608.048,02"
AP,1600600,SANTANA,"1 13.555.619,82",-,"4 .696.535,03","5.785.340,43","10.481.875,46","124.037.495,28"
AP,1600055,SERRA DO NAVIO,"5 .313.230,67",-,-,-,-,"5.313.230,67"
AP,1600709,TARTARUGALZINHO,"2 2.993.061,64",-,"3 .550.315,03","1.108.059,59","4 .658.374,62","27.651.436,26"
AP,1600808,VITORIA DO JARI,"2 5.771.118,20",-,"1 .140.434,07",-,"1 .140.434,07","26.911.552,27"
AP,16,GOVERNO DO ESTADO,"1 .097.787.659,49",-,-,-,-,"1.097.787.659,49"
BA,2900108,ABAIRA,"4 .944.688,19","1.575.894,08","6 40.751,41",-,"2 .216.645,49","7.161.333,68"
BA,2900207,ABARE,"2 1.419.292,49","6 .826.423,65","9.938.239,75",-,"1 6.764.663,40","38.183.955,89"
BA,2900306,ACAJUTIBA,"2 3.500.015,99","7 .489.559,46","2 0.266.615,48","1 .648.819,38","29.404.994,32","52.905.010,31"
BA,2900355,ADUSTINA,"1 6.029.639,02","5 .108.717,15","7.863.722,31","1.531.947,76","14.504.387,22","30.534.026,24"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
BA,2900405,AGUA FRIA,"1 7.043.272,67","5 .431.766,69","5.711.183,28",-,"1 1.142.949,97","28.186.222,64"
BA,2900603,AIQUARA,"6 .685.834,15","2.130.805,04","5 50.938,85","585.081,02","3.266.824,91","9.952.659,06"
BA,2900702,ALAGOINHAS,"6 4.389.006,94","20.521.062,48",-,-,"2 0.521.062,48","84.910.069,42"
BA,2900801,ALCOBACA,"3 0.117.275,60","9 .598.509,49","1 0.668.545,61",-,"2 0.267.055,10","50.384.330,70"
BA,2900900,ALMADINA,"5 .002.515,42","1.594.323,88","1.325.698,32",-,"2 .920.022,20","7.922.537,62"
BA,2901007,AMARGOSA,"3 1.669.623,77","10.093.249,75","11.572.776,75",-,"2 1.666.026,50","53.335.650,27"
BA,2901106,AMELIA RODRIGUES,"2 2.685.217,28","7 .229.879,50","9.152.011,05",-,"1 6.381.890,55","39.067.107,83"
BA,2901155,AMERICA DOURADA,"2 1.043.311,67","6 .706.596,89","1 1.136.841,40","877.284,53","1 8.720.722,82","39.764.034,49"
BA,2901205,ANAGE,"1 8.862.226,48","6 .011.475,35","6.181.283,78",-,"1 2.192.759,13","31.054.985,61"
BA,2901304,ANDARAI,"1 4.632.153,70","4 .663.332,37","5.443.960,35",-,"1 0.107.292,72","24.739.446,42"
BA,2901353,ANDORINHA,"2 3.501.420,47","7 .490.007,08","1 1.773.350,93","1 .692.108,02","20.955.466,03","44.456.886,50"
BA,2901403,ANGICAL,"1 4.571.814,89","4 .644.102,12","5.626.368,03",-,"1 0.270.470,15","24.842.285,04"
BA,2901502,ANGUERA,"1 7.717.458,80","5 .646.632,81","1 7.837.635,24","1 .804.685,94","25.288.953,99","43.006.412,79"
BA,2901601,ANTAS,"2 4.589.583,83","7 .836.809,57","1 5.309.221,14","2 .035.727,38","25.181.758,09","49.771.341,92"
BA,2901700,ANTONIO CARDOSO,"1 3.230.856,72","4 .216.732,80","5.126.466,83",-,"9 .343.199,63","22.574.056,35"
BA,2901809,ANTONIO GONCALVES,"1 2.804.455,46","4 .080.836,82","5.112.668,80","4 78.601,70","9.672.107,32","22.476.562,78"
BA,2901908,APORA,"1 9.394.552,43","6 .181.129,99","1 0.573.985,85","1 .506.967,56","18.262.083,40","37.656.635,83"
BA,2901957,APUAREMA,"7 .143.130,97","2.276.547,56","9 23.445,95","214.682,78","3.414.676,29","10.557.807,26"
BA,2902054,ARACAS,"1 3.667.532,63","4 .355.903,35","1.387.192,39",-,"5 .743.095,74","19.410.628,37"
BA,2902005,ARACATU,"1 4.133.638,09","4 .504.453,23","6.741.477,44","6 17.696,06","1 1.863.626,73","25.997.264,82"
BA,2902104,ARACI,"9 7.411.212,67","31.045.386,10","83.092.951,92",-,"1 14.138.338,02","211.549.550,69"
BA,2902203,ARAMARI,"1 9.447.075,37","6 .197.869,29","2 2.396.800,58",-,"2 8.594.669,87","48.041.745,24"
BA,2902252,ARATACA,"9 .580.135,57","3.053.231,76","3.412.962,98",-,"6 .466.194,74","16.046.330,31"
BA,2902302,ARATUIPE,"1 0.342.016,41","3 .296.046,56","4.697.031,02","7 88.428,84","8.781.506,42","19.123.522,83"
BA,2902401,AURELINO LEAL,"1 7.287.297,42","5 .509.538,46","7.590.915,80","1.364.945,68","14.465.399,94","31.752.697,36"
BA,2902500,BAIANOPOLIS,"1 3.153.308,49","4 .192.017,83","1.317.735,21","6 09.011,90","6.118.764,94","19.272.073,43"
BA,2902609,BAIXA GRANDE,"1 8.391.070,18","5 .861.315,74","6.961.834,76",-,"1 2.823.150,50","31.214.220,68"
BA,2902658,BANZAE,"1 9.298.732,27","6 .150.591,69","1 2.706.457,58","1 .624.096,97","20.481.146,24","39.779.878,51"
BA,2902708,BARRA,"6 0.185.863,84","19.181.502,11","26.580.589,72",-,"4 5.762.091,83","105.947.955,67"
BA,2902807,BARRA DA ESTIVA,"2 2.321.611,30","7 .113.996,66","8.574.608,46",-,"1 5.688.605,12","38.010.216,42"
BA,2902906,BARRA DO CHOCA,"4 1.898.946,35","13.353.380,28","18.475.181,33","3 .555.351,63","35.383.913,24","77.282.859,59"
BA,2903003,BARRA DO MENDES,"1 3.181.598,04","4 .201.033,84","4.950.025,62",-,"9 .151.059,46","22.332.657,50"
BA,2903102,BARRA DO ROCHA,"4 .994.487,71","1.591.765,41",-,-,"1 .591.765,41","6.586.253,12"
BA,2903201,BARREIRAS,"1 36.932.990,99","43.641.152,38","27.905.353,40",-,"7 1.546.505,78","208.479.496,77"
BA,2903235,BARRO ALTO,"1 6.899.000,04","5 .385.786,36","1 0.681.755,04","1 .106.172,20","17.173.713,60","34.072.713,64"
BA,2903300,BARRO PRETO,"1 2.245.299,64","3 .902.631,38","5.847.452,18",-,"9 .750.083,56","21.995.383,20"
BA,2903276,BARROCAS,"2 1.114.623,51","6 .729.324,29","1 3.694.465,38","1 .802.063,29","22.225.852,96","43.340.476,47"
BA,2903409,BELMONTE,"2 0.282.525,77","6 .464.131,04","4.503.982,91","1.644.706,48","12.612.820,43","32.895.346,20"
BA,2903508,BELO CAMPO,"1 8.636.348,34","5 .939.486,98","8.122.145,27","1.546.510,04","15.608.142,29","34.244.490,63"
BA,2903607,BIRITINGA,"2 7.113.817,24","8 .641.293,98","1 1.937.788,74","1 .939.586,39","22.518.669,11","49.632.486,35"
BA,2903706,BOA NOVA,"1 4.498.323,82","4 .620.680,19","5.033.023,06","1.257.029,03","10.910.732,28","25.409.056,10"
BA,2903805,BOA VISTA DO TUPIM,"1 9.430.112,55","6 .192.463,16","8.466.746,44","6 94.421,67","1 5.353.631,27","34.783.743,82"
BA,2903904,BOM JESUS DA LAPA,"7 3.504.063,82","23.426.071,59","34.869.765,72","7 .280.063,04","65.575.900,35","139.079.964,17"
BA,2903953,BOM JESUS DA SERRA,"9 .019.675,67","2.874.610,70","1.743.480,66",-,"4 .618.091,36","13.637.767,03"
BA,2904001,BONINAL,"1 2.788.718,73","4 .075.821,46","4.536.533,68",-,"8 .612.355,14","21.401.073,87"
BA,2904050,BONITO,"2 4.638.085,89","7 .852.267,40","1 7.270.799,36",-,"2 5.123.066,76","49.761.152,65"
BA,2904100,BOQUIRA,"2 0.106.589,92","6 .408.059,50","1 2.738.182,00","1 .641.079,27","20.787.320,77","40.893.910,69"
BA,2904209,BOTUPORA,"1 4.183.979,04","4 .520.497,11","8.793.313,37",-,"1 3.313.810,48","27.497.789,52"
BA,2904308,BREJOES,"1 5.512.612,59","4 .943.938,52","6.826.963,40",-,"1 1.770.901,92","27.283.514,51"
BA,2904407,BREJOLANDIA,"6 .875.018,07","2.191.098,79","7 35.045,11",-,"2 .926.143,90","9.801.161,97"
BA,2904506,BROTAS DE MACAUBAS,"1 2.363.580,67","3 .940.328,07","4.638.055,06",-,"8 .578.383,13","20.941.963,80"
BA,2904605,BRUMADO,"6 6.485.740,25","21.189.300,69","32.568.403,88",-,"5 3.757.704,57","120.243.444,82"
BA,2904704,BUERAREMA,"1 3.421.369,71","4 .277.450,13","4.311.625,93",-,"8 .589.076,06","22.010.445,77"
BA,2904753,BURITIRAMA,"2 2.259.638,40","7 .094.245,62","9.316.649,60","9 83.096,34","1 7.393.991,56","39.653.629,96"
BA,2904803,CAATIBA,"7 .458.011,13","2.376.901,27","3.082.874,58",-,"5 .459.775,85","12.917.786,98"
BA,2904852,CABACEIRAS DO PARAGUACU,"2 5.495.411,54","8 .125.500,89","1 6.858.525,71","1 .847.747,45","26.831.774,05","52.327.185,59"
BA,2904902,CACHOEIRA,"2 6.003.217,76","8 .287.340,99","9.594.697,58","1.801.044,78","19.683.083,35","45.686.301,11"
BA,2905008,CACULE,"2 4.279.714,92","7 .738.052,97","1 5.810.940,34",-,"2 3.548.993,31","47.828.708,23"
BA,2905107,CAEM,"1 6.888.819,76","5 .382.541,87","1 2.914.796,22",-,"1 8.297.338,09","35.186.157,85"
BA,2905156,CAETANOS,"1 1.248.839,56","3 .585.055,13","3.337.688,35","9 99.101,73","7.921.845,21","19.170.684,77"
BA,2905206,CAETITE,"3 7.999.034,00","12.110.460,90","3 .337.221,36",-,"1 5.447.682,26","53.446.716,26"
BA,2905305,CAFARNAUM,"2 4.144.845,69","7 .695.069,56","1 5.592.446,87","1 .673.194,03","24.960.710,46","49.105.556,15"
BA,2905404,CAIRU,"3 1.018.804,93","9 .885.830,89","1 5.662.913,23","2 .047.468,65","27.596.212,77","58.615.017,70"
BA,2905503,CALDEIRAO GRANDE,"2 3.187.148,84","7 .389.847,31","1 4.284.421,71",-,"2 1.674.269,02","44.861.417,86"
BA,2905602,CAMACAN,"2 1.415.352,13","6 .825.167,83","2.965.423,08",-,"9 .790.590,91","31.205.943,04"
BA,2905701,CAMACARI,"1 84.205.592,08","58.707.140,29",-,-,"5 8.707.140,29","242.912.732,37"
BA,2905800,CAMAMU,"3 6.002.574,38","11.474.180,35","12.160.076,32",-,"2 3.634.256,67","59.636.831,05"
BA,2905909,CAMPO ALEGRE DE LOURDES,"3 2.624.655,95","10.397.622,75","16.921.843,88",-,"2 7.319.466,63","59.944.122,58"
BA,2906006,CAMPO FORMOSO,"8 6.436.054,48","27.547.554,44","49.458.255,00","5 .842.694,38","82.848.503,82","169.284.558,30"
BA,2906105,CANAPOLIS,"9 .349.639,51","2.979.771,63","2.411.398,54","3 45.620,96","5.736.791,13","15.086.430,64"
BA,2906204,CANARANA,"3 5.480.414,54","11.307.765,69","22.660.779,02","2 .712.055,34","36.680.600,05","72.161.014,59"
BA,2906303,CANAVIEIRAS,"2 9.853.692,07","9 .514.504,25","8.958.359,40",-,"1 8.472.863,65","48.326.555,72"
BA,2906402,CANDEAL,"7 .681.894,88","2.448.254,02","4.303.720,60","6 14.557,31","7.366.531,93","15.048.426,81"
BA,2906501,CANDEIAS,"5 3.149.309,47","16.938.920,98",-,-,"1 6.938.920,98","70.088.230,45"
BA,2906600,CANDIBA,"1 1.008.499,23","3 .508.457,60","3.561.178,11",-,"7 .069.635,71","18.078.134,94"
BA,2906709,CANDIDO SALES,"3 1.754.202,77","10.120.205,45","19.292.440,66","882.710,42","3 0.295.356,53","62.049.559,30"
BA,2906808,CANSANCAO,"8 4.850.223,60","27.042.143,10","53.291.166,23","6 .101.575,49","86.434.884,82","171.285.108,42"
BA,2906824,CANUDOS,"1 9.637.672,17","6 .258.613,34","1 0.005.042,54","641.055,33","1 6.904.711,21","36.542.383,38"
BA,2906857,CAPELA DO ALTO ALEGRE,"7 .800.417,21","2.486.027,61","1.537.416,71",-,"4 .023.444,32","11.823.861,53"
BA,2906873,CAPIM GROSSO,"3 7.811.850,02","12.050.804,53","26.445.532,02","2 .948.452,03","41.444.788,58","79.256.638,60"
BA,2906899,CARAIBAS,"9 .421.968,18","3.002.823,11","2.877.086,60","3 94.696,30","6.274.606,01","15.696.574,19"
BA,2906907,CARAVELAS,"2 2.279.131,54","7 .100.458,17","4.349.335,20","1.737.145,16","13.186.938,53","35.466.070,07"
BA,2907004,CARDEAL DA SILVA,"1 0.360.579,89","3 .301.962,83","3.072.058,43","4 68.884,32","6.842.905,58","17.203.485,47"
BA,2907103,CARINHANHA,"3 0.775.391,99","9 .808.254,11","1 1.563.163,24","1 .110.844,05","22.482.261,40","53.257.653,39"
BA,2907202,CASA NOVA,"6 5.833.548,21","20.981.444,20","22.966.297,91","2 .185.915,33","46.133.657,44","111.967.205,65"
BA,2907301,CASTRO ALVES,"2 8.694.825,28","9 .145.168,26","1 2.760.285,41","1 .449.520,16","23.354.973,83","52.049.799,11"
BA,2907400,CATOLANDIA,"3 .503.848,15","1.116.691,97","78.655,86","3 39.657,24","1.535.005,07","5.038.853,22"
BA,2907509,CATU,"3 4.078.162,43","10.860.861,71",-,-,"1 0.860.861,71","44.939.024,14"
BA,2907558,CATURAMA,"1 1.653.666,97","3 .714.075,42","7.513.283,44",-,"1 1.227.358,86","22.881.025,83"
BA,2907608,CENTRAL,"1 4.811.636,77","4 .720.534,42","7.454.835,13","1.085.381,32","13.260.750,87","28.072.387,64"
BA,2907707,CHORROCHO,"1 2.967.147,11","4 .132.687,38","4.142.610,75",-,"8 .275.298,13","21.242.445,24"
BA,2907806,CICERO DANTAS,"3 8.904.773,73","12.399.124,17","13.976.483,73","3 .465.990,49","29.841.598,39","68.746.372,12"
BA,2907905,CIPO,"4 0.122.191,45","12.787.120,61","37.615.699,02","3 .145.049,86","53.547.869,49","93.670.060,94"
BA,2908002,COARACI,"1 5.504.026,36","4 .941.202,06","5.283.471,27","4 27.745,19","1 0.652.418,52","26.156.444,88"
BA,2908101,COCOS,"2 0.406.591,28","6 .503.671,27","8.370.876,86","1.636.054,06","16.510.602,19","36.917.193,47"
BA,2908200,CONCEICAO DA FEIRA,"2 4.629.156,69","7 .849.421,62","1 4.453.668,36","1 .175.999,91","23.479.089,89","48.108.246,58"
BA,2908309,CONCEICAO DO ALMEIDA,"1 1.367.769,51","3 .622.958,63","4.088.227,32",-,"7 .711.185,95","19.078.955,46"
BA,2908408,CONCEICAO DO COITE,"5 6.194.217,68","17.909.346,74","29.215.246,44","1 .876.795,79","49.001.388,97","105.195.606,65"
BA,2908507,CONCEICAO DO JACUIPE,"4 3.052.151,78","13.720.911,98","32.980.054,04",-,"4 6.700.966,02","89.753.117,80"
BA,2908606,CONDE,"2 8.637.672,42","9 .126.953,38","1 0.863.160,04",-,"1 9.990.113,42","48.627.785,84"
BA,2908705,CONDEUBA,"1 4.517.948,23","4 .626.934,58","3.665.234,43",-,"8 .292.169,01","22.810.117,24"
BA,2908804,CONTENDAS DO SINCORA,"4 .792.439,00","1.527.371,60","1.011.124,99",-,"2 .538.496,59","7.330.935,59"
BA,2908903,CORACAO DE MARIA,"3 7.941.767,30","12.092.209,75","33.650.388,53","2 .733.077,70","48.475.675,98","86.417.443,28"
BA,2909000,CORDEIROS,"6 .957.633,46","2.217.428,68","2.810.485,61","2 59.101,80","5.287.016,09","12.244.649,55"
BA,2909109,CORIBE,"1 4.294.423,34","4 .555.696,20","6.015.677,08","1.182.673,93","11.754.047,21","26.048.470,55"
BA,2909208,CORONEL JOAO SA,"3 9.692.428,77","12.650.153,33","25.073.231,32","3 .088.936,35","40.812.321,00","80.504.749,77"
BA,2909307,CORRENTINA,"2 8.944.941,75","9 .224.881,48",-,-,"9 .224.881,48","38.169.823,23"
BA,2909406,COTEGIPE,"1 3.594.414,69","4 .332.600,34","4.359.638,85","1.115.749,35","9 .807.988,54","23.402.403,23"
BA,2909505,CRAVOLANDIA,"5 .147.280,39","1.640.461,12","6 52.452,55",-,"2 .292.913,67","7.440.194,06"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
BA,2909604,CRISOPOLIS,"4 1.664.861,04","13.278.776,26","36.742.440,33","3 .094.357,03","53.115.573,62","94.780.434,66"
BA,2909703,CRISTOPOLIS,"1 3.656.539,57","4 .352.399,82","5.678.975,56","4 67.558,67","1 0.498.934,05","24.155.473,62"
BA,2909802,CRUZ DAS ALMAS,"4 1.247.734,66","13.145.836,23","11.292.447,87",-,"2 4.438.284,10","65.686.018,76"
BA,2909901,CURACA,"4 1.561.740,73","13.245.911,36","18.343.400,12",-,"3 1.589.311,48","73.151.052,21"
BA,2910008,DARIO MEIRA,"1 9.419.611,00","6 .189.116,27","9.600.606,05",-,"1 5.789.722,32","35.209.333,32"
BA,2910057,DIAS DAVILA,"6 5.262.549,21","20.799.464,28","6 .947.670,22",-,"2 7.747.134,50","93.009.683,71"
BA,2910107,DOM BASILIO,"1 3.201.475,73","4 .207.368,95","7.060.999,11","1.081.012,33","12.349.380,39","25.550.856,12"
BA,2910206,DOM MACEDO COSTA,"4 .568.223,29","1.455.913,05","1.430.677,17",-,"2 .886.590,22","7.454.813,51"
BA,2910305,ELISIO MEDRADO,"1 0.701.112,76","3 .410.492,17","6.163.752,30","8 02.267,77","1 0.376.512,24","21.077.625,00"
BA,2910404,ENCRUZILHADA,"2 0.483.422,67","6 .528.157,77","6.524.082,27",-,"1 3.052.240,04","33.535.662,71"
BA,2910503,ENTRE RIOS,"3 5.722.373,11","11.384.878,96","9 .723.803,96","1.078.824,91","22.187.507,83","57.909.880,94"
BA,2900504,ERICO CARDOSO,"1 2.485.562,18","3 .979.204,11","8.531.167,56","8 45.444,12","1 3.355.815,79","25.841.377,97"
BA,2910602,ESPLANADA,"3 5.861.609,68","11.429.254,28","16.556.477,27",-,"2 7.985.731,55","63.847.341,23"
BA,2910701,EUCLIDES DA CUNHA,"8 1.662.865,57","26.026.317,94","48.300.432,60",-,"7 4.326.750,54","155.989.616,11"
BA,2910727,EUNAPOLIS,"9 1.132.799,26","29.044.427,86","9 .738.210,52",-,"3 8.782.638,38","129.915.437,64"
BA,2910750,FATIMA,"2 6.586.722,10","8 .473.306,41","1 8.039.847,19",-,"2 6.513.153,60","53.099.875,70"
BA,2910776,FEIRA DA MATA,"6 .036.828,59","1.923.964,08","2.509.999,83",-,"4 .433.963,91","10.470.792,50"
BA,2910800,FEIRA DE SANTANA,"3 04.516.554,82","97.050.778,45","44.004.484,40",-,"1 41.055.262,85","445.571.817,67"
BA,2910859,FILADELFIA,"2 7.971.202,78","8 .914.546,56","1 6.592.618,46","1 .743.543,78","27.250.708,80","55.221.911,58"
BA,2910909,FIRMINO ALVES,"4 .873.360,18","1.553.161,53","6 45.436,36",-,"2 .198.597,89","7.071.958,07"
BA,2911006,FLORESTA AZUL,"8 .080.860,31","2.575.406,07","1.750.202,13","3 92.063,34","4.717.671,54","12.798.531,85"
BA,2911105,FORMOSA DO RIO PRETO,"2 5.130.745,11","8 .009.280,08",-,-,"8 .009.280,08","33.140.025,19"
BA,2911204,GANDU,"4 3.955.046,50","14.008.668,54","40.895.589,47",-,"5 4.904.258,01","98.859.304,51"
BA,2911253,GAVIAO,"7 .841.904,11","2.499.249,67","5.856.699,80","6 73.851,66","9.029.801,13","16.871.705,24"
BA,2911303,GENTIO DO OURO,"1 2.428.321,68","3 .960.961,31","2 43.296,74","1 .067.791,48","5 .272.049,53","17.700.371,21"
BA,2911402,GLORIA,"1 6.193.126,86","5 .160.821,45","6.566.816,36","1.398.350,90","13.125.988,71","29.319.115,57"
BA,2911501,GONGOGI,"8 .045.520,40","2.564.143,08","2 63.315,16","313.082,67","3.140.540,91","11.186.061,31"
BA,2911600,GOVERNADOR MANGABEIRA,"2 3.201.927,67","7 .394.557,39","1 1.743.157,76",-,"1 9.137.715,15","42.339.642,82"
BA,2911659,GUAJERU,"7 .058.910,97","2.249.706,27","2.990.536,12",-,"5 .240.242,39","12.299.153,36"
BA,2911709,GUANAMBI,"7 0.155.604,05","22.358.902,59","21.268.449,54",-,"4 3.627.352,13","113.782.956,18"
BA,2911808,GUARATINGA,"1 6.861.862,97","5 .373.950,61","4.332.764,78",-,"9 .706.715,39","26.568.578,36"
BA,2911857,HELIOPOLIS,"1 5.140.278,07","4 .825.273,86","7.011.955,88","1.147.557,19","12.984.786,93","28.125.065,00"
BA,2911907,IACU,"3 3.868.225,85","10.793.953,99","21.056.003,69","1 .193.336,94","33.043.294,62","66.911.520,47"
BA,2912004,IBIASSUCE,"8 .489.177,44","2.705.538,55","3.175.409,44",-,"5 .880.947,99","14.370.125,43"
BA,2912103,IBICARAI,"1 6.415.689,15","5 .231.753,04","6.127.435,78",-,"1 1.359.188,82","27.774.877,97"
BA,2912202,IBICOARA,"2 7.141.940,86","8 .650.257,10","1 6.385.258,17","2 .251.600,22","27.287.115,49","54.429.056,35"
BA,2912301,IBICUI,"1 3.622.466,31","4 .341.540,51","5.764.530,23",-,"1 0.106.070,74","23.728.537,05"
BA,2912400,IBIPEBA,"1 4.724.779,97","4 .692.852,77","6.874.353,95","1.153.055,12","12.720.261,84","27.445.041,81"
BA,2912509,IBIPITANGA,"2 2.205.328,54","7 .076.936,83","2 1.870.484,85","1 .729.170,97","30.676.592,65","52.881.921,19"
BA,2912608,IBIQUERA,"3 .924.657,31","1.250.805,71","4 06.283,77","334.481,10","1.991.570,58","5.916.227,89"
BA,2912707,IBIRAPITANGA,"2 6.668.477,03","8 .499.362,07","7.822.008,75","1.953.811,30","18.275.182,12","44.943.659,15"
BA,2912806,IBIRAPUA,"9 .763.635,77","3.111.714,08","1.992.743,48",-,"5 .104.457,56","14.868.093,33"
BA,2912905,IBIRATAIA,"1 9.436.341,99","6 .194.448,51","6.383.619,12","1.618.562,30","14.196.629,93","33.632.971,92"
BA,2913002,IBITIARA,"1 4.657.733,06","4 .671.484,63","6.599.984,85","5 46.732,40","1 1.818.201,88","26.475.934,94"
BA,2913101,IBITITA,"1 9.740.618,06","6 .291.422,65","1 4.328.725,19",-,"2 0.620.147,84","40.360.765,90"
BA,2913200,IBOTIRAMA,"2 9.608.371,30","9 .436.319,43","1 2.128.604,44","1 .092.783,81","22.657.707,68","52.266.078,98"
BA,2913309,ICHU,"8 .338.391,79","2.657.482,49","5.033.557,04","2 66.128,91","7.957.168,44","16.295.560,23"
BA,2913408,IGAPORA,"1 4.189.243,00","4 .522.174,76","6.209.844,38","4 75.240,58","1 1.207.259,72","25.396.502,72"
BA,2913457,IGRAPIUNA,"1 5.804.567,91","5 .036.985,98","5.848.548,62","1.160.257,37","12.045.791,97","27.850.359,88"
BA,2913507,IGUAI,"2 0.836.164,79","6 .640.578,26","6.178.281,65","7 18.137,89","1 3.536.997,80","34.373.162,59"
BA,2913606,ILHEUS,"1 06.658.534,05","33.992.548,49","7 .963.707,98",-,"4 1.956.256,47","148.614.790,52"
BA,2913705,INHAMBUPE,"3 8.303.910,04","12.207.626,25","16.505.302,37",-,"2 8.712.928,62","67.016.838,66"
BA,2913804,IPECAETA,"2 6.653.592,74","8 .494.618,38","1 8.920.125,17","1 .791.545,43","29.206.288,98","55.859.881,72"
BA,2913903,IPIAU,"3 3.941.444,49","10.817.289,10","7 .863.666,13",-,"1 8.680.955,23","52.622.399,72"
BA,2914000,IPIRA,"5 8.367.238,42","18.601.898,10","30.771.808,47",-,"4 9.373.706,57","107.740.944,99"
BA,2914109,IPUPIARA,"9 .398.726,06","2.995.415,74","3.454.316,97","4 79.185,02","6.928.917,73","16.327.643,79"
BA,2914208,IRAJUBA,"9 .396.875,24","2.994.825,87","7.203.321,19","2 62.807,91","1 0.460.954,97","19.857.830,21"
BA,2914307,IRAMAIA,"1 1.715.728,93","3 .733.854,84","3.613.178,21","8 30.029,51","8.177.062,56","19.892.791,49"
BA,2914406,IRAQUARA,"2 8.933.552,10","9 .221.251,56","1 5.324.399,74",-,"2 4.545.651,30","53.479.203,40"
BA,2914505,IRARA,"3 2.257.663,54","10.280.660,64","13.014.147,00","952.506,58","2 4.247.314,22","56.504.977,76"
BA,2914604,IRECE,"6 2.875.379,59","20.038.662,72","25.724.086,94","5 .657.239,39","51.419.989,05","114.295.368,64"
BA,2914653,ITABELA,"2 9.613.925,24","9 .438.089,50","7.940.981,32",-,"1 7.379.070,82","46.992.996,06"
BA,2914703,ITABERABA,"6 1.743.346,27","19.677.878,67","32.588.537,68",-,"5 2.266.416,35","114.009.762,62"
BA,2914802,ITABUNA,"1 08.228.573,75","34.492.927,12","5 .781.101,77",-,"4 0.274.028,89","148.502.602,64"
BA,2914901,ITACARE,"3 4.267.395,94","10.921.171,28","14.644.318,10",-,"2 5.565.489,38","59.832.885,32"
BA,2915007,ITAETE,"1 8.405.057,40","5 .865.773,54","1 0.899.037,11","753.138,79","1 7.517.949,44","35.923.006,84"
BA,2915106,ITAGI,"1 8.706.286,06","5 .961.776,45","1 1.317.961,80","1 .646.295,77","18.926.034,02","37.632.320,08"
BA,2915205,ITAGIBA,"1 8.418.492,52","5 .870.055,36",-,-,"5 .870.055,36","24.288.547,88"
BA,2915304,ITAGIMIRIM,"1 0.185.089,44","3 .246.033,24","5.565.407,76",-,"8 .811.441,00","18.996.530,44"
BA,2915353,ITAGUACU DA BAHIA,"1 6.770.115,36","5 .344.710,25","8.731.982,31","1.391.521,71","15.468.214,27","32.238.329,63"
BA,2915403,ITAJU DO COLONIA,"7 .030.865,74","2.240.768,14","1.813.384,24",-,"4 .054.152,38","11.085.018,12"
BA,2915502,ITAJUIPE,"1 9.522.587,55","6 .221.935,35","7.457.768,27","1.536.168,99","15.215.872,61","34.738.460,16"
BA,2915601,ITAMARAJU,"5 7.893.564,63","18.450.936,16","24.680.311,62",-,"4 3.131.247,78","101.024.812,41"
BA,2915700,ITAMARI,"8 .642.663,02","2.754.455,09","4.780.158,15","7 08.336,64","8.242.949,88","16.885.612,90"
BA,2915809,ITAMBE,"2 3.575.997,52","7 .513.775,12","4.424.206,74","1.749.225,16","13.687.207,02","37.263.204,54"
BA,2915908,ITANAGRA,"9 .496.368,12","3.026.534,70","3.352.153,00","7 30.918,00","7.109.605,70","16.605.973,82"
BA,2916005,ITANHEM,"1 3.825.823,06","4 .406.351,21","5 88.096,80",-,"4 .994.448,01","18.820.271,07"
BA,2916104,ITAPARICA,"2 2.357.561,25","7 .125.454,07","6.879.245,27","8 35.335,00","1 4.840.034,34","37.197.595,59"
BA,2916203,ITAPE,"1 1.090.745,68","3 .534.669,90","4.793.920,35","8 22.402,67","9.150.992,92","20.241.738,60"
BA,2916302,ITAPEBI,"9 .324.511,62","2.971.763,26","1 15.878,55",-,"3 .087.641,81","12.412.153,43"
BA,2916401,ITAPETINGA,"5 6.635.849,62","18.050.096,81","21.682.493,89","4 .979.393,94","44.711.984,64","101.347.834,26"
